Carimbo de data/hora,Marque o seu Estado,Qual era a sua idade no ano de 2013?,Qual é o seu gênero?,Você era estudante em 2013?,"No ano de 2013, com que frequência você acessou internet em casa?","No ano de 2013, com que frequência você acessou internet fora de casa?",Você se considera interessado em assuntos políticos?,Você gosta de falar sobre política em público?,Você gosta de falar sobre política nas redes sociais?,Eu acredito que as redes sociais são a melhor maneira de me manter informado sobre acontecimentos do mundo.,Eu acredito que por meio das redes sociais eu consigo expressar melhor meus pensamentos e opiniões do que pessoalmente. ,Eu acredito que as redes sociais são um canal de informação confiável.,Eu acredito que os usuários de redes sociais tendem a falar sobre política com propriedade e conhecimento avançado do assunto. ,"Em junho de 2013, me senti motivado a participar dos protestos que aconteceram em todo o país após a divulgação dos mesmos pela mídia tradicional. ","Em junho de 2013, me senti motivado a participar dos protestos que aconteceram em todo o país após o compartilhamento de textos, fotos e vídeos nas redes sociais, pelos meus amigos.","Em junho de 2013, me senti motivado a participar dos protestos que aconteceram em todo o país, porque acredito que devo defender meus direitos civis e políticos.","Depois dos protestos de 2013, continuei a participar de ações e protestos que apoiavam causas em que acredito.","Em 2013, com que frequência você acessou websites políticos, leu blogs sobre política ou postagens nas redes sociais sobre política?","Em 2013, com que frequência você viu imagens ou assistiu a videos relacionados a assuntos políticos?","Em 2013, com que frequência você leu artigos da mídia impressa sobre política?","Em 2013, com que frequência você acompanhou as notícias políticas no rádio ou na televisão?","Em 2013, com que frequência você demonstrou a sua opinião sobre assuntos políticos nas redes sociais pressionando o botão de curtir?","Em 2013, com que frequência você postou/compartilhou conteúdo político nas redes sociais?","Em 2013, com que frequência você distribuiu material político impresso (ex: panfletos, adesivos, etc.) para seus amigos, familiares ou colegas de trabalho/faculdade/escola?","Em 2013, com que frequência você comentou em postagens de conteúdo político nas redes sociais?","Em 2013, com que frequência você discutiu assuntos políticos pessoalmente ou pelo telefone com amigos, familiares ou colegas de trabalho/faculdade/escola?","Em 2013, com que frequência você trocou ideias com desconhecidos sobre política ou participou de grupos de discussão sobre o mesmo fora da Internet?","Em 2013, com que frequência você vestiu uma camisa de protesto, colocou um adesivo de protesto no carro ou um sinal de protesto (bandeira, faixa, etc.) na sua janela, ou em frente a sua casa?","Em 2013, com que frequência você tentou convencer pessoas a protestar, ou explicou razões pelas quais elas deveriam protestar?","Em 2013, com que frequência você participou de protestos ou marchas políticas?","Em 2013, qual era a probabilidade de você assinar uma petição online sobre assuntos políticos?","HOJE EM DIA, qual é a probabilidade de você assinar uma petição online sobre assuntos políticos?","Em 2013, qual era a probabilidade de você contactar um representante da sua comunidade no governo por e-mail ou redes sociais?","HOJE EM DIA, qual é a probabilidade de você contactar um representante da sua comunidade no governo por e-mail ou redes sociais?","Em 2013, qual era a probabilidade de você assinar uma petição pessoalmente?","HOJE EM DIA, qual é a probabilidade de você assinar uma petição pessoalmente?","Em 2013, qual era a probabilidade de você fazer uma reclamação diretamente à um órgão do governo, seja pessoalmente ou por telefone?","HOJE EM DIA, qual é a probabilidade de você fazer uma reclamação diretamente à um órgão do governo, seja pessoalmente ou por telefone?","Em 2013, qual era a probabilidade de você participar de protestos públicos?","HOJE EM DIA, qual é a probabilidade de você participar de protestos públicos?"
3/1/2016 10:23:44,Distrito Federal,até 20 anos,Feminino,Sim,4,3,4,3,3,1,3,3,3,4,3,4,2,3,4,2,3,3,3,1,2,3,1,1,2,1,4,5,1,2,3,4,2,4,3,4
3/1/2016 10:23:51,Distrito Federal,até 20 anos,Feminino,Sim,5,3,4,5,3,4,2,3,3,4,3,5,4,1,5,4,5,5,1,1,1,5,3,1,4,4,5,4,4,4,5,5,3,3,5,4
3/1/2016 10:24:14,Ceará,21 a 30 anos,Feminino,Sim,5,3,4,3,3,3,4,3,2,3,4,5,3,3,3,2,2,2,3,3,4,4,4,3,4,4,5,5,4,3,5,5,5,4,3,3
3/1/2016 10:24:21,Distrito Federal,21 a 30 anos,Masculino,Sim,5,3,2,1,1,4,2,1,1,5,5,5,3,3,4,2,5,4,3,1,3,2,3,4,2,5,5,2,1,1,5,3,5,4,5,5
3/1/2016 10:26:04,Distrito Federal,21 a 30 anos,Feminino,Não,5,5,3,3,2,4,2,3,3,3,3,2,1,1,2,3,4,2,1,1,2,3,2,1,1,1,5,5,2,2,3,3,1,1,2,2
3/1/2016 10:26:09,Distrito Federal,até 20 anos,Feminino,Sim,5,5,4,4,3,3,2,3,1,1,2,4,4,4,4,4,4,3,3,3,2,4,4,4,3,4,2,2,2,2,3,3,4,4,4,4
3/1/2016 10:26:28,Minas Gerais,21 a 30 anos,Masculino,Sim,3,3,5,4,4,4,2,2,5,1,5,5,3,4,5,2,4,5,5,2,5,5,5,4,5,5,5,4,2,5,2,2,2,4,5,4
3/1/2016 10:26:32,Distrito Federal,até 20 anos,Masculino,Sim,5,5,5,5,5,5,2,3,1,1,5,3,4,5,5,4,3,4,3,1,3,4,4,1,3,4,4,4,1,1,3,5,1,3,4,5
3/1/2016 10:26:37,Espírito Santo,até 20 anos,Feminino,Sim,5,5,5,5,1,4,1,1,1,2,2,5,5,4,4,4,4,3,1,1,1,5,3,1,1,3,1,3,1,3,3,3,5,5,3,4
3/1/2016 10:27:58,Ceará,21 a 30 anos,Masculino,Sim,5,3,5,3,1,1,1,1,1,1,1,1,1,3,4,1,1,2,2,1,1,4,2,1,1,1,2,1,1,1,5,5,3,3,1,1
3/1/2016 10:28:20,Ceará,41 a 50 anos,Feminino,Não,5,5,2,2,2,5,5,4,3,3,5,4,4,4,3,3,3,3,2,3,2,3,2,1,2,2,2,2,2,2,2,4,4,4,3,3
3/1/2016 10:28:39,Pará,21 a 30 anos,Masculino,Sim,5,4,4,3,3,3,3,2,1,2,1,3,1,4,4,4,4,3,3,1,3,3,2,1,3,1,3,3,3,3,3,3,3,3,2,2
3/1/2016 10:29:44,Distrito Federal,21 a 30 anos,Masculino,Sim,2,2,3,2,1,4,4,3,1,2,2,3,1,1,4,3,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
3/1/2016 10:30:29,Ceará,21 a 30 anos,Masculino,Sim,5,2,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2
3/1/2016 10:30:31,Acre,até 20 anos,Masculino,Sim,5,5,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
3/1/2016 10:32:06,Ceará,21 a 30 anos,Feminino,Sim,5,5,3,2,1,4,2,3,2,3,4,4,3,4,5,4,5,2,4,3,1,4,4,1,1,1,2,3,1,3,1,1,1,1,1,4
3/1/2016 10:35:21,Ceará,até 20 anos,Feminino,Sim,5,3,4,4,5,5,3,4,2,2,2,2,2,3,5,1,4,5,4,1,4,5,5,1,3,2,3,4,2,4,1,2,2,3,2,4
3/1/2016 10:36:32,Distrito Federal,21 a 30 anos,Feminino,Sim,3,5,3,2,2,2,2,1,1,1,1,5,4,3,3,2,3,2,2,1,1,3,1,3,2,4,4,4,1,1,2,2,4,4,3,3
3/1/2016 10:36:46,Ceará,a partir de 51 anos,Feminino,Não,2,2,2,1,1,5,4,1,3,2,2,4,4,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3/1/2016 10:36:55,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,3,1,1,5,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,5,5,2,2,5,5,3,3,1,1
3/1/2016 10:37:25,Ceará,21 a 30 anos,Masculino,Sim,5,5,5,5,4,3,4,2,1,3,1,4,4,4,5,5,4,4,2,1,3,5,3,3,2,1,4,5,3,3,4,5,2,4,2,3
3/1/2016 10:37:32,Ceará,21 a 30 anos,Masculino,Sim,4,3,5,5,3,3,2,3,1,3,3,3,3,3,3,4,2,3,3,3,3,4,2,3,2,3,4,5,2,2,5,5,3,5,4,4
3/1/2016 10:37:38,Distrito Federal,até 20 anos,Feminino,Sim,5,5,1,1,1,4,4,3,3,2,2,2,2,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
3/1/2016 10:38:49,Maranhão,até 20 anos,Feminino,Sim,5,5,3,2,1,5,5,3,3,3,4,3,3,2,2,1,4,2,2,1,1,3,2,2,2,1,2,2,1,1,4,4,3,3,3,2
3/1/2016 10:40:54,Ceará,21 a 30 anos,Masculino,Sim,4,1,5,4,4,4,5,2,2,2,4,2,4,4,4,4,2,5,5,1,5,5,3,1,2,4,3,3,2,2,3,3,2,2,4,4
3/1/2016 10:43:06,Distrito Federal,41 a 50 anos,Feminino,Não,5,5,4,2,2,2,2,2,2,3,3,5,5,4,4,4,4,2,2,2,2,4,3,2,2,3,3,3,2,2,4,4,4,4,4,4
3/1/2016 10:44:37,Distrito Federal,até 20 anos,Feminino,Sim,5,5,3,2,1,3,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,3,2,2,2,2,2
3/1/2016 10:44:57,Distrito Federal,21 a 30 anos,Feminino,Não,5,3,4,3,4,4,3,3,3,2,4,5,4,4,2,2,4,5,3,1,2,4,2,4,2,1,3,5,3,4,4,4,3,3,5,4
3/1/2016 10:45:14,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,3,3,3,4,4,3,2,1,2,2,2,2,3,2,2,4,4,1,3,4,2,1,1,2,2,1,2,1,2,1,3,2,2,1
3/1/2016 10:45:37,Distrito Federal,41 a 50 anos,Feminino,Não,5,5,5,2,1,3,2,1,2,2,1,1,1,4,4,5,4,1,1,1,1,3,4,1,1,1,2,2,2,2,2,2,3,3,1,1
3/1/2016 10:45:52,Distrito Federal,até 20 anos,Masculino,Sim,5,3,3,1,1,3,3,1,2,5,5,5,3,4,3,3,4,4,2,1,1,4,1,2,4,1,4,4,1,4,1,1,3,3,5,5
3/1/2016 10:47:27,Distrito Federal,21 a 30 anos,Masculino,Sim,5,3,3,1,1,5,2,1,1,2,4,5,2,4,4,4,2,3,1,1,1,4,1,1,1,3,5,5,1,1,4,5,1,1,5,2
3/1/2016 10:49:15,Ceará,a partir de 51 anos,Feminino,Não,5,3,2,2,2,4,3,4,3,5,5,5,2,3,4,2,2,4,4,1,4,2,1,3,4,3,3,3,3,4,2,2,2,2,3,3
3/1/2016 10:50:23,Goiás,21 a 30 anos,Feminino,Sim,5,4,5,5,4,5,3,3,2,3,4,4,5,4,4,3,3,5,5,1,4,3,2,3,4,3,4,5,2,5,2,5,2,5,3,5
3/1/2016 10:50:52,Distrito Federal,21 a 30 anos,Feminino,Sim,5,4,4,3,3,1,1,1,1,1,1,5,5,5,5,3,5,5,4,1,5,4,3,1,2,3,5,5,2,5,3,3,5,5,3,1
3/1/2016 10:54:19,Ceará,21 a 30 anos,Masculino,Sim,5,5,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,2,2,1,1,1,2,3,1,1,1,3,1,1,1,2
3/1/2016 10:55:47,Distrito Federal,até 20 anos,Feminino,Sim,4,2,4,3,2,1,2,3,2,3,3,4,2,4,4,4,4,4,2,1,2,3,3,1,2,1,3,4,2,3,3,4,3,3,2,2
3/1/2016 10:56:01,Distrito Federal,até 20 anos,Masculino,Sim,5,5,5,4,4,3,2,2,2,3,4,5,2,5,5,4,5,5,4,1,4,5,5,3,5,4,5,5,4,4,5,5,4,4,5,4
3/1/2016 10:56:41,Ceará,21 a 30 anos,Feminino,Não,5,5,2,2,1,4,2,4,2,1,1,1,1,3,3,3,3,3,2,1,1,2,2,1,2,1,4,4,1,1,4,4,1,1,1,1
3/1/2016 10:57:03,Ceará,21 a 30 anos,Feminino,Não,5,5,3,2,1,3,4,3,2,1,5,4,3,3,3,2,3,3,2,1,2,3,1,1,3,2,4,3,1,1,2,2,2,2,3,3
3/1/2016 10:58:26,Ceará,21 a 30 anos,Feminino,Não,5,5,2,1,1,5,5,4,1,1,5,5,4,3,3,2,3,5,2,1,2,2,2,1,4,3,3,3,2,2,2,2,2,2,5,2
3/1/2016 10:58:30,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,4,3,2,3,1,2,1,2,1,3,1,2,3,2,2,1,1,1,1,3,2,1,1,1,3,4,1,3,2,4,2,4,1,2
3/1/2016 10:59:10,Ceará,21 a 30 anos,Masculino,Sim,5,5,4,4,3,3,2,2,1,1,1,3,2,2,3,2,3,3,2,1,2,4,1,1,4,1,2,5,1,1,3,3,1,2,1,1
3/1/2016 10:59:38,Distrito Federal,até 20 anos,Feminino,Sim,5,4,3,2,2,3,2,2,3,2,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1
3/1/2016 11:02:51,Ceará,21 a 30 anos,Masculino,Sim,4,3,3,3,2,2,3,2,2,3,3,3,2,2,3,2,3,2,3,1,2,2,2,1,2,1,3,3,2,3,2,3,2,3,2,2
3/1/2016 11:06:25,Distrito Federal,21 a 30 anos,Masculino,Sim,5,5,3,2,1,3,1,2,2,2,2,2,2,2,4,3,3,2,1,1,1,3,1,1,1,2,1,2,1,2,2,2,2,4,2,1
3/1/2016 11:07:07,Ceará,21 a 30 anos,Masculino,Sim,4,3,5,4,3,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3
3/1/2016 11:07:13,Ceará,21 a 30 anos,Masculino,Sim,2,5,5,4,4,2,2,2,5,3,1,5,5,5,4,5,5,5,4,1,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,5
3/1/2016 11:09:41,Distrito Federal,21 a 30 anos,Masculino,Sim,5,5,3,1,1,2,1,2,1,2,2,3,2,3,2,2,3,2,2,1,1,4,1,1,1,1,3,3,2,4,2,2,2,4,2,2
3/1/2016 11:11:35,Ceará,21 a 30 anos,Masculino,Sim,5,5,3,3,2,2,1,1,1,5,5,4,3,4,3,2,3,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2
3/1/2016 11:11:39,Distrito Federal,até 20 anos,Masculino,Sim,5,3,3,1,1,2,1,1,1,1,2,2,2,3,4,2,3,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2
3/1/2016 11:12:15,Distrito Federal,31 a 40 anos,Masculino,Não,5,5,5,5,5,3,3,2,2,4,4,4,4,5,5,5,5,5,5,1,5,4,3,3,3,3,4,4,4,4,3,3,2,2,3,3
3/1/2016 11:12:51,Ceará,21 a 30 anos,Masculino,Não,5,5,5,5,5,3,1,2,1,1,1,1,3,5,5,5,5,3,3,1,4,5,5,1,1,2,1,4,3,3,3,3,3,3,1,3
3/1/2016 11:13:30,Pará,até 20 anos,Masculino,Sim,5,5,2,2,1,3,2,2,1,2,2,3,3,2,2,2,2,2,2,1,1,2,1,1,2,1,2,3,1,2,2,3,1,2,2,3
3/1/2016 11:14:47,Ceará,21 a 30 anos,Masculino,Sim,5,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,1,1,1,4,4,1,1,1,1,1,1,1,1
3/1/2016 11:16:07,Ceará,a partir de 51 anos,Feminino,Não,5,5,3,1,1,5,3,3,2,1,1,3,1,1,2,3,2,2,1,1,2,2,2,1,1,1,2,5,3,5,2,3,2,5,1,1
3/1/2016 11:21:39,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,4,1,1,3,1,1,1,2,1,5,3,3,3,4,2,3,1,1,1,4,1,1,1,1,5,5,3,3,5,5,5,5,1,1
3/1/2016 11:23:56,Ceará,31 a 40 anos,Masculino,Sim,5,5,3,2,3,3,3,3,1,1,1,1,2,2,3,3,4,2,3,1,3,2,2,1,1,1,2,4,1,2,2,2,3,4,1,2
3/1/2016 11:25:13,Ceará,até 20 anos,Feminino,Sim,5,4,2,2,1,3,1,2,3,2,2,3,1,2,4,3,4,3,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,2,1
3/1/2016 11:26:07,Ceará,21 a 30 anos,Feminino,Sim,5,5,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,1,1,5,5,5,5,1,1
3/1/2016 11:26:31,Ceará,21 a 30 anos,Masculino,Sim,5,5,4,4,4,2,2,2,2,4,3,5,5,3,3,5,5,5,4,1,4,5,2,5,5,4,5,5,3,2,4,5,5,5,5,5
3/1/2016 11:26:42,Distrito Federal,até 20 anos,Feminino,Sim,3,2,3,2,2,4,3,2,2,2,1,2,1,2,2,2,3,3,3,1,1,3,1,1,1,2,1,4,1,3,1,1,1,1,2,1
3/1/2016 11:28:11,Distrito Federal,21 a 30 anos,Masculino,Sim,5,5,3,3,4,2,3,1,1,5,5,5,1,3,4,3,3,5,3,1,3,4,3,1,3,1,4,4,3,3,3,3,2,2,4,3
3/1/2016 11:31:45,São Paulo,até 20 anos,Feminino,Sim,5,3,4,4,4,4,4,3,3,2,3,2,3,3,4,2,2,3,2,1,2,2,2,1,1,2,4,4,1,4,1,4,1,5,2,5
3/1/2016 11:33:53,Rio de Janeiro,21 a 30 anos,Feminino,Sim,5,4,1,1,1,5,4,3,2,3,3,4,3,3,3,2,2,4,2,1,3,3,2,2,1,1,4,5,2,3,2,4,3,3,1,3
3/1/2016 11:34:11,Distrito Federal,até 20 anos,Feminino,Sim,5,5,4,3,2,4,3,3,3,3,5,4,4,3,4,3,2,4,2,4,4,4,3,4,3,4,4,4,4,3,4,3,4,3,4,4
3/1/2016 11:36:50,Distrito Federal,até 20 anos,Feminino,Sim,5,5,5,5,5,5,5,3,2,5,5,5,4,4,4,4,5,5,5,1,5,3,2,2,5,4,5,5,5,5,5,5,5,5,5,5
3/1/2016 11:45:06,Ceará,a partir de 51 anos,Feminino,Não,5,4,4,3,3,4,3,3,3,3,3,4,3,2,3,4,4,4,4,1,4,3,3,2,2,2,2,2,4,4,4,4,4,4,3,3
3/1/2016 11:46:08,Ceará,31 a 40 anos,Masculino,Sim,5,5,3,3,1,4,4,2,3,2,4,4,2,2,2,2,2,3,2,1,2,3,1,3,1,1,5,5,3,3,5,5,4,4,3,3
3/1/2016 11:48:26,Distrito Federal,até 20 anos,Feminino,Sim,5,1,5,3,1,2,1,1,2,1,1,1,1,3,5,5,5,1,1,1,1,3,1,1,1,1,3,5,1,1,3,3,4,4,1,1
3/1/2016 11:49:25,Distrito Federal,até 20 anos,Masculino,Sim,5,5,5,5,5,5,2,4,1,4,4,3,5,5,5,3,4,5,5,1,4,2,5,3,3,2,3,3,5,4,3,2,3,3,4,5
3/1/2016 11:50:19,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,1
3/1/2016 11:57:11,Ceará,a partir de 51 anos,Masculino,Não,5,5,5,3,1,2,1,1,1,3,2,3,3,1,4,5,5,1,1,1,1,5,3,1,1,1,5,5,1,1,5,5,1,1,1,1
3/1/2016 11:58:05,Distrito Federal,até 20 anos,Feminino,Sim,5,5,3,1,1,4,4,2,4,4,4,4,2,4,4,3,4,5,2,1,2,5,1,3,4,3,5,3,3,1,4,1,1,1,5,3
3/1/2016 11:58:38,Ceará,21 a 30 anos,Masculino,Não,4,5,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,3,3,1,1
3/1/2016 12:03:44,Distrito Federal,até 20 anos,Feminino,Sim,5,5,4,4,2,3,1,2,1,3,3,3,1,3,4,2,3,3,1,1,1,4,1,1,1,1,4,4,1,3,2,4,2,4,1,1
3/1/2016 12:04:10,Goiás,21 a 30 anos,Feminino,Sim,5,4,3,3,1,2,2,1,1,4,3,5,4,3,4,4,4,3,2,1,2,3,2,3,4,4,4,3,1,1,4,4,4,4,5,3
3/1/2016 12:05:47,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,5,2,3,5,2,3,4,5,5,4,3,5,5,5,3,5,5,3,5,5,5,1,4,5,4,3,4,1,4,1,4,1,5,1
3/1/2016 12:06:46,Distrito Federal,21 a 30 anos,Masculino,Sim,5,3,5,3,2,5,4,1,1,2,5,5,3,5,5,5,5,4,4,1,3,4,1,4,5,4,5,5,3,3,4,5,3,4,4,4
3/1/2016 12:10:35,Distrito Federal,até 20 anos,Masculino,Sim,5,3,2,2,3,3,2,4,2,1,3,3,1,2,5,5,4,3,4,1,2,4,3,1,3,1,3,5,1,3,2,3,1,4,2,4
3/1/2016 12:14:06,São Paulo,31 a 40 anos,Feminino,Não,5,5,3,1,1,1,1,1,1,1,1,5,3,1,2,1,3,3,1,1,2,1,1,1,1,1,1,3,1,4,2,5,2,5,1,4
3/1/2016 12:22:48,Distrito Federal,21 a 30 anos,Masculino,Sim,5,2,5,4,4,4,3,2,1,3,3,5,1,5,5,4,4,5,2,1,3,3,1,1,1,2,4,3,1,1,2,2,1,1,2,2
3/1/2016 12:23:52,Ceará,até 20 anos,Masculino,Sim,5,5,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/1/2016 12:24:28,Espírito Santo,até 20 anos,Masculino,Sim,5,3,1,2,1,2,3,2,2,3,4,4,1,2,3,2,2,1,1,1,2,3,2,1,2,1,3,3,2,2,2,2,2,2,4,2
3/1/2016 12:32:25,Pará,21 a 30 anos,Feminino,Não,5,5,1,1,1,4,2,1,3,1,1,3,3,3,3,3,3,4,2,1,1,1,1,1,1,1,1,3,3,3,1,2,1,3,1,3
3/1/2016 12:41:13,Distrito Federal,até 20 anos,Feminino,Sim,5,4,5,5,4,3,2,3,2,1,1,1,1,5,4,1,4,4,3,1,4,4,1,1,1,1,2,3,2,2,3,3,3,3,2,2
3/1/2016 12:41:38,Distrito Federal,21 a 30 anos,Masculino,Não,5,5,4,1,3,5,3,3,1,2,4,4,1,4,5,2,3,3,3,1,5,4,1,1,1,4,3,1,1,1,1,1,3,2,4,1
3/1/2016 12:43:50,Goiás,até 20 anos,Masculino,Sim,5,2,5,5,2,2,1,1,1,1,3,3,4,5,5,5,5,4,4,3,4,4,4,1,5,4,5,5,2,2,4,4,2,2,5,4
3/1/2016 12:46:23,Ceará,21 a 30 anos,Masculino,Sim,4,2,4,3,1,3,1,2,1,2,4,4,1,4,3,3,3,2,2,2,2,2,3,1,3,2,3,3,3,3,4,4,3,3,4,4
3/1/2016 12:47:30,Distrito Federal,até 20 anos,Feminino,Sim,4,3,3,2,1,3,4,3,2,4,4,4,3,3,4,3,4,3,2,1,2,4,2,1,3,2,4,5,4,4,4,4,4,4,4,3
3/1/2016 12:48:24,Ceará,21 a 30 anos,Feminino,Sim,5,4,4,2,1,4,4,3,3,4,4,4,3,3,3,3,3,4,2,1,2,3,2,1,3,2,4,4,3,3,3,3,3,3,3,3
3/1/2016 12:54:34,Ceará,21 a 30 anos,Masculino,Sim,4,3,4,4,2,4,3,3,1,2,4,3,1,4,4,2,2,5,3,1,2,2,4,2,2,2,5,2,1,1,2,2,1,1,5,2
3/1/2016 12:57:13,Goiás,até 20 anos,Feminino,Sim,5,5,3,1,1,5,5,2,1,3,4,4,2,4,4,2,2,5,1,1,1,3,2,1,2,3,3,5,2,4,2,4,1,2,3,5
3/1/2016 13:03:27,São Paulo,21 a 30 anos,Masculino,Não,5,2,5,5,3,4,2,4,2,4,5,5,5,5,5,1,3,5,5,1,5,5,5,1,4,5,4,4,3,3,2,2,1,1,5,5
3/1/2016 13:07:23,Ceará,21 a 30 anos,Feminino,Não,5,5,4,4,4,3,2,2,2,2,3,5,4,3,4,4,4,4,4,1,3,5,4,3,3,4,5,5,3,3,5,4,5,5,5,4
3/1/2016 13:18:51,Ceará,41 a 50 anos,Feminino,Sim,4,3,3,2,1,3,1,2,2,2,2,3,1,1,2,3,5,2,1,1,1,3,1,1,1,1,1,2,1,1,2,2,5,5,3,3
3/1/2016 13:24:31,Ceará,21 a 30 anos,Masculino,Sim,4,3,3,3,2,3,2,2,1,2,2,4,2,2,3,3,2,2,2,2,2,1,1,1,1,1,2,3,1,3,2,4,1,3,2,3
3/1/2016 13:24:42,Distrito Federal,21 a 30 anos,Feminino,Sim,5,4,4,2,1,2,4,2,1,3,4,5,2,5,5,3,1,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,3,3,3,3
3/1/2016 13:30:45,Distrito Federal,21 a 30 anos,Feminino,Não,5,5,3,3,2,4,2,3,3,3,3,2,1,1,2,3,4,2,1,1,2,3,2,1,1,1,5,5,2,2,3,3,1,1,2,2
3/1/2016 13:34:34,Mato Grosso do Sul,até 20 anos,Feminino,Sim,5,3,4,3,2,1,2,1,1,3,4,5,2,3,3,3,3,2,2,1,2,3,2,1,2,1,2,5,1,4,1,4,1,4,2,4
3/1/2016 13:45:12,Distrito Federal,até 20 anos,Feminino,Sim,5,3,5,2,2,4,3,2,1,4,3,3,3,3,3,4,5,2,2,1,2,2,1,3,1,2,2,4,1,1,1,3,1,1,3,1
3/1/2016 13:55:22,Ceará,21 a 30 anos,Feminino,Não,5,2,3,1,1,2,1,1,1,1,1,1,1,3,5,4,3,3,1,1,2,2,2,1,1,1,2,2,1,1,1,2,4,5,1,1
3/1/2016 14:20:50,Ceará,21 a 30 anos,Feminino,Sim,5,5,4,4,5,5,4,3,2,2,2,4,2,5,5,5,5,3,4,1,3,5,4,1,1,1,5,5,2,2,2,2,1,1,1,1
3/1/2016 14:22:26,Pará,até 20 anos,Masculino,Sim,1,1,3,2,1,3,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/1/2016 14:30:11,Ceará,a partir de 51 anos,Feminino,Não,5,5,5,5,5,5,5,3,3,1,1,1,1,5,5,1,1,5,5,1,1,1,1,1,1,1,5,5,3,3,5,5,5,5,1,1
3/1/2016 14:36:07,Distrito Federal,21 a 30 anos,Feminino,Sim,5,5,4,2,4,3,4,3,2,3,2,2,3,3,3,5,4,5,5,1,4,2,2,1,3,1,5,5,4,4,4,4,2,3,2,5
3/1/2016 14:43:57,Distrito Federal,21 a 30 anos,Masculino,Sim,5,2,2,2,2,3,2,3,1,1,1,1,1,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3/1/2016 15:05:40,Ceará,21 a 30 anos,Masculino,Sim,5,3,2,3,1,5,3,2,4,3,4,3,4,4,3,4,3,3,4,3,4,3,3,2,3,2,3,3,3,4,4,2,4,3,4,3
3/1/2016 15:26:40,Ceará,21 a 30 anos,Feminino,Não,5,5,3,1,1,3,4,2,4,3,4,5,1,2,5,1,4,3,2,1,2,2,1,1,1,1,3,3,1,1,1,1,1,1,3,3
3/1/2016 15:39:46,Bahia,31 a 40 anos,Feminino,Sim,5,5,5,4,4,1,2,2,1,3,4,5,4,4,4,5,5,3,3,1,4,5,2,1,3,3,5,5,5,5,5,5,5,5,5,5
3/1/2016 15:59:52,Ceará,até 20 anos,Masculino,Sim,5,5,3,2,2,3,3,2,3,3,3,4,4,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,3
3/1/2016 16:01:41,Ceará,21 a 30 anos,Masculino,Sim,5,4,4,2,2,2,3,1,2,2,2,2,2,3,4,3,3,2,2,1,2,3,2,1,1,1,2,4,1,2,2,4,2,3,2,3
3/1/2016 16:11:47,Ceará,21 a 30 anos,Masculino,Sim,5,1,5,4,5,4,5,3,3,3,4,5,5,4,4,2,2,5,5,1,5,5,4,1,4,4,3,5,1,5,1,1,3,3,4,5
3/1/2016 16:13:31,Bahia,21 a 30 anos,Masculino,Não,5,5,5,3,3,3,2,2,2,1,4,4,2,4,4,3,2,3,3,1,2,4,1,1,2,3,4,2,1,1,4,4,1,1,4,1
